"sb" "ft" "test" "value"
"13" "tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" "-0.0664817176345455"
"13" "tBodyGyroJerk-mean()-Y" "LAYING" "-0.0417744000370968"
"13" "tBodyGyroJerk-mean()-Y" "SITTING" "-0.041036688077551"
"13" "tBodyGyroJerk-mean()-Y" "STANDING" "-0.0412872577807018"
"13" "tBodyGyroJerk-mean()-Y" "WALKING" "-0.0319849271912281"
"13" "tBodyGyroJerk-mean()-Y" "WALKING_DOWNSTAIRS" "-0.0669414080765958"
"13" "tBodyGyroJerk-mean()-Y" "WALKING_UPSTAIRS" "-0.0453051954036364"
"13" "tBodyGyroJerk-mean()-Z" "LAYING" "-0.0648770419677419"
"13" "tBodyGyroJerk-mean()-Z" "SITTING" "-0.0466121595938776"
"13" "tBodyGyroJerk-mean()-Z" "STANDING" "-0.053926078122807"
"13" "tBodyGyroJerk-mean()-Z" "WALKING" "-0.0636693233473684"
"13" "tBodyGyroJerk-mean()-Z" "WALKING_DOWNSTAIRS" "-0.0512020476"
"13" "tBodyGyroJerk-mean()-Z" "WALKING_UPSTAIRS" "-0.0661653916327273"
"13" "tBodyGyroJerk-std()-X" "LAYING" "-0.981404742903226"
"13" "tBodyGyroJerk-std()-X" "SITTING" "-0.991371016938775"
"13" "tBodyGyroJerk-std()-X" "STANDING" "-0.978465124561404"
"13" "tBodyGyroJerk-std()-X" "WALKING" "-0.216812065298246"
"13" "tBodyGyroJerk-std()-X" "WALKING_DOWNSTAIRS" "-0.463736674255319"
"13" "tBodyGyroJerk-std()-X" "WALKING_UPSTAIRS" "-0.631037584"
"13" "tBodyGyroJerk-std()-Y" "LAYING" "-0.978854747419355"
"13" "tBodyGyroJerk-std()-Y" "SITTING" "-0.991773350204082"
"13" "tBodyGyroJerk-std()-Y" "STANDING" "-0.980982661403509"
"13" "tBodyGyroJerk-std()-Y" "WALKING" "-0.35776089977193"
"13" "tBodyGyroJerk-std()-Y" "WALKING_DOWNSTAIRS" "-0.259163248340426"
"13" "tBodyGyroJerk-std()-Y" "WALKING_UPSTAIRS" "-0.678805915818182"
"13" "tBodyGyroJerk-std()-Z" "LAYING" "-0.989801549193548"
"13" "tBodyGyroJerk-std()-Z" "SITTING" "-0.989861382040816"
"13" "tBodyGyroJerk-std()-Z" "STANDING" "-0.985177042982456"
"13" "tBodyGyroJerk-std()-Z" "WALKING" "-0.341765824491228"
"13" "tBodyGyroJerk-std()-Z" "WALKING_DOWNSTAIRS" "-0.367089485595745"
"13" "tBodyGyroJerk-std()-Z" "WALKING_UPSTAIRS" "-0.550880346909091"
"13" "tBodyGyroJerkMag-mean()" "LAYING" "-0.98544626483871"
"13" "tBodyGyroJerkMag-mean()" "SITTING" "-0.992604304489796"
"13" "tBodyGyroJerkMag-mean()" "STANDING" "-0.983637634912281"
"13" "tBodyGyroJerkMag-mean()" "WALKING" "-0.303508210175439"
"13" "tBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "-0.323552439276596"
"13" "tBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "-0.631964902181818"
"13" "tBodyGyroJerkMag-std()" "LAYING" "-0.975113305645161"
"13" "tBodyGyroJerkMag-std()" "SITTING" "-0.991414934897959"
"13" "tBodyGyroJerkMag-std()" "STANDING" "-0.976197659649123"
"13" "tBodyGyroJerkMag-std()" "WALKING" "-0.322118379807018"
"13" "tBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "-0.27649151037234"
"13" "tBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "-0.669216383090909"
"13" "tBodyGyroMag-mean()" "LAYING" "-0.944303111935484"
"13" "tBodyGyroMag-mean()" "SITTING" "-0.951142644081633"
"13" "tBodyGyroMag-mean()" "STANDING" "-0.95782537245614"
"13" "tBodyGyroMag-mean()" "WALKING" "-0.218669558421053"
"13" "tBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "-0.102114480531915"
"13" "tBodyGyroMag-mean()" "WALKING_UPSTAIRS" "-0.237182958116364"
"13" "tBodyGyroMag-std()" "LAYING" "-0.944687480967742"
"13" "tBodyGyroMag-std()" "SITTING" "-0.963940591428571"
"13" "tBodyGyroMag-std()" "STANDING" "-0.944980198421053"
"13" "tBodyGyroMag-std()" "WALKING" "-0.253240071964912"
"13" "tBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "-0.236762631468085"
"13" "tBodyGyroMag-std()" "WALKING_UPSTAIRS" "-0.415658606181818"
"13" "tGravityAcc-mean()-X" "LAYING" "-0.156852206467742"
"13" "tGravityAcc-mean()-X" "SITTING" "0.92557651244898"
"13" "tGravityAcc-mean()-X" "STANDING" "0.942695296842105"
"13" "tGravityAcc-mean()-X" "WALKING" "0.910855709298246"
"13" "tGravityAcc-mean()-X" "WALKING_DOWNSTAIRS" "0.941875619787234"
"13" "tGravityAcc-mean()-X" "WALKING_UPSTAIRS" "0.847634313454545"
"13" "tGravityAcc-mean()-Y" "LAYING" "0.656400944354839"
"13" "tGravityAcc-mean()-Y" "SITTING" "0.101769752489796"
"13" "tGravityAcc-mean()-Y" "STANDING" "-0.239943146315789"
"13" "tGravityAcc-mean()-Y" "WALKING" "-0.283658580877193"
"13" "tGravityAcc-mean()-Y" "WALKING_DOWNSTAIRS" "-0.211555112553191"
"13" "tGravityAcc-mean()-Y" "WALKING_UPSTAIRS" "-0.357404501636364"
"13" "tGravityAcc-mean()-Z" "LAYING" "0.598884988709677"
"13" "tGravityAcc-mean()-Z" "SITTING" "0.0757773858163265"
"13" "tGravityAcc-mean()-Z" "STANDING" "-0.0524856614035088"
"13" "tGravityAcc-mean()-Z" "WALKING" "-0.131299718666667"
"13" "tGravityAcc-mean()-Z" "WALKING_DOWNSTAIRS" "-0.0950820341687234"
"13" "tGravityAcc-mean()-Z" "WALKING_UPSTAIRS" "-0.207507170584727"
"13" "tGravityAcc-std()-X" "LAYING" "-0.957875244677419"
"13" "tGravityAcc-std()-X" "SITTING" "-0.981379112653061"
"13" "tGravityAcc-std()-X" "STANDING" "-0.992232401754386"
"13" "tGravityAcc-std()-X" "WALKING" "-0.97254492245614"
"13" "tGravityAcc-std()-X" "WALKING_DOWNSTAIRS" "-0.952643084042553"
"13" "tGravityAcc-std()-X" "WALKING_UPSTAIRS" "-0.946441502363636"
"13" "tGravityAcc-std()-Y" "LAYING" "-0.975948136290323"
"13" "tGravityAcc-std()-Y" "SITTING" "-0.951353064693878"
"13" "tGravityAcc-std()-Y" "STANDING" "-0.974681225789474"
"13" "tGravityAcc-std()-Y" "WALKING" "-0.960899845614035"
"13" "tGravityAcc-std()-Y" "WALKING_DOWNSTAIRS" "-0.92854437106383"
"13" "tGravityAcc-std()-Y" "WALKING_UPSTAIRS" "-0.922054968727273"
"13" "tGravityAcc-std()-Z" "LAYING" "-0.959892863709677"
"13" "tGravityAcc-std()-Z" "SITTING" "-0.930979556938776"
"13" "tGravityAcc-std()-Z" "STANDING" "-0.976827157368421"
"13" "tGravityAcc-std()-Z" "WALKING" "-0.948637587719298"
"13" "tGravityAcc-std()-Z" "WALKING_DOWNSTAIRS" "-0.893962984042553"
"13" "tGravityAcc-std()-Z" "WALKING_UPSTAIRS" "-0.910271096181818"
"13" "tGravityAccMag-mean()" "LAYING" "-0.960517768225806"
"13" "tGravityAccMag-mean()" "SITTING" "-0.957690563673469"
"13" "tGravityAccMag-mean()" "STANDING" "-0.971564243157895"
"13" "tGravityAccMag-mean()" "WALKING" "-0.135643867842105"
"13" "tGravityAccMag-mean()" "WALKING_DOWNSTAIRS" "-0.0294634299553191"
"13" "tGravityAccMag-mean()" "WALKING_UPSTAIRS" "-0.10115350174"
"13" "tGravityAccMag-std()" "LAYING" "-0.947944746612903"
"13" "tGravityAccMag-std()" "SITTING" "-0.937935738571429"
"13" "tGravityAccMag-std()" "STANDING" "-0.968519673859649"
"13" "tGravityAccMag-std()" "WALKING" "-0.292546377017544"
"13" "tGravityAccMag-std()" "WALKING_DOWNSTAIRS" "-0.0156098198829787"
"13" "tGravityAccMag-std()" "WALKING_UPSTAIRS" "-0.326339622181818"
"14" "fBodyAcc-mean()-X" "LAYING" "-0.933936178235294"
"14" "fBodyAcc-mean()-X" "SITTING" "-0.976456609259259"
"14" "fBodyAcc-mean()-X" "STANDING" "-0.9726995625"
"14" "fBodyAcc-mean()-X" "WALKING" "-0.421498172542373"
"14" "fBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "0.0212541553977778"
"14" "fBodyAcc-mean()-X" "WALKING_UPSTAIRS" "-0.323508442240741"
"14" "fBodyAcc-mean()-Y" "LAYING" "-0.930366906078431"
"14" "fBodyAcc-mean()-Y" "SITTING" "-0.932644766111111"
"14" "fBodyAcc-mean()-Y" "STANDING" "-0.942178248333333"
"14" "fBodyAcc-mean()-Y" "WALKING" "-0.174601844847458"
"14" "fBodyAcc-mean()-Y" "WALKING_DOWNSTAIRS" "0.3714824704"
"14" "fBodyAcc-mean()-Y" "WALKING_UPSTAIRS" "0.0163939234574074"
"14" "fBodyAcc-mean()-Z" "LAYING" "-0.927882307058824"
"14" "fBodyAcc-mean()-Z" "SITTING" "-0.944126078888889"
"14" "fBodyAcc-mean()-Z" "STANDING" "-0.9424220265"
"14" "fBodyAcc-mean()-Z" "WALKING" "-0.177366434042373"
"14" "fBodyAcc-mean()-Z" "WALKING_DOWNSTAIRS" "0.280735952206667"
"14" "fBodyAcc-mean()-Z" "WALKING_UPSTAIRS" "0.191693742633333"
"14" "fBodyAcc-meanFreq()-X" "LAYING" "-0.442950364647059"
"14" "fBodyAcc-meanFreq()-X" "SITTING" "-0.145044030516667"
"14" "fBodyAcc-meanFreq()-X" "STANDING" "-0.245905018933333"
"14" "fBodyAcc-meanFreq()-X" "WALKING" "-0.358804611016949"
"14" "fBodyAcc-meanFreq()-X" "WALKING_DOWNSTAIRS" "-0.349609935577778"
"14" "fBodyAcc-meanFreq()-X" "WALKING_UPSTAIRS" "-0.389133559537037"
"14" "fBodyAcc-meanFreq()-Y" "LAYING" "-0.149752054909804"
"14" "fBodyAcc-meanFreq()-Y" "SITTING" "-0.0904275272388889"
"14" "fBodyAcc-meanFreq()-Y" "STANDING" "-0.138431166621667"
"14" "fBodyAcc-meanFreq()-Y" "WALKING" "-0.143666881322034"
"14" "fBodyAcc-meanFreq()-Y" "WALKING_DOWNSTAIRS" "-0.00777749593111111"
"14" "fBodyAcc-meanFreq()-Y" "WALKING_UPSTAIRS" "-0.366543121851852"
"14" "fBodyAcc-meanFreq()-Z" "LAYING" "0.0313442249705882"
"14" "fBodyAcc-meanFreq()-Z" "SITTING" "-0.0357959046777778"
"14" "fBodyAcc-meanFreq()-Z" "STANDING" "0.00253022625"
"14" "fBodyAcc-meanFreq()-Z" "WALKING" "-0.175528830052542"
"14" "fBodyAcc-meanFreq()-Z" "WALKING_DOWNSTAIRS" "-0.0984339940222222"
"14" "fBodyAcc-meanFreq()-Z" "WALKING_UPSTAIRS" "-0.367877189296296"
"14" "fBodyAcc-std()-X" "LAYING" "-0.911972655156863"
"14" "fBodyAcc-std()-X" "SITTING" "-0.976303056851852"
"14" "fBodyAcc-std()-X" "STANDING" "-0.973605553666667"
"14" "fBodyAcc-std()-X" "WALKING" "-0.395859985762712"
"14" "fBodyAcc-std()-X" "WALKING_DOWNSTAIRS" "0.0140826092322222"
"14" "fBodyAcc-std()-X" "WALKING_UPSTAIRS" "-0.304980247962963"
"14" "fBodyAcc-std()-Y" "LAYING" "-0.905221049156863"
"14" "fBodyAcc-std()-Y" "SITTING" "-0.911591208203704"
"14" "fBodyAcc-std()-Y" "STANDING" "-0.926055903"
"14" "fBodyAcc-std()-Y" "WALKING" "-0.0542709972186441"
"14" "fBodyAcc-std()-Y" "WALKING_DOWNSTAIRS" "0.29363389996"
"14" "fBodyAcc-std()-Y" "WALKING_UPSTAIRS" "0.356072772037037"
"14" "fBodyAcc-std()-Z" "LAYING" "-0.894055710980392"
"14" "fBodyAcc-std()-Z" "SITTING" "-0.917678155296296"
"14" "fBodyAcc-std()-Z" "STANDING" "-0.917781858666667"
"14" "fBodyAcc-std()-Z" "WALKING" "0.0854892136933898"
"14" "fBodyAcc-std()-Z" "WALKING_DOWNSTAIRS" "0.427563832371111"
"14" "fBodyAcc-std()-Z" "WALKING_UPSTAIRS" "0.687124163703704"
"14" "fBodyAccJerk-mean()-X" "LAYING" "-0.972010709215686"
"14" "fBodyAccJerk-mean()-X" "SITTING" "-0.981566649444444"
"14" "fBodyAccJerk-mean()-X" "STANDING" "-0.97818164"
"14" "fBodyAccJerk-mean()-X" "WALKING" "-0.472360616779661"
"14" "fBodyAccJerk-mean()-X" "WALKING_DOWNSTAIRS" "-0.0337820458644444"
"14" "fBodyAccJerk-mean()-X" "WALKING_UPSTAIRS" "-0.383497147037037"
"14" "fBodyAccJerk-mean()-Y" "LAYING" "-0.969342124313725"
"14" "fBodyAccJerk-mean()-Y" "SITTING" "-0.968951769814815"
"14" "fBodyAccJerk-mean()-Y" "STANDING" "-0.967249904833333"
"14" "fBodyAccJerk-mean()-Y" "WALKING" "-0.376766600508475"
"14" "fBodyAccJerk-mean()-Y" "WALKING_DOWNSTAIRS" "0.164775056133333"
"14" "fBodyAccJerk-mean()-Y" "WALKING_UPSTAIRS" "-0.347606639592593"
"14" "fBodyAccJerk-mean()-Z" "LAYING" "-0.968593195686275"
"14" "fBodyAccJerk-mean()-Z" "SITTING" "-0.97275196962963"
"14" "fBodyAccJerk-mean()-Z" "STANDING" "-0.966718434333333"
"14" "fBodyAccJerk-mean()-Z" "WALKING" "-0.415899179152542"
"14" "fBodyAccJerk-mean()-Z" "WALKING_DOWNSTAIRS" "-0.0248789805888889"
"14" "fBodyAccJerk-mean()-Z" "WALKING_UPSTAIRS" "-0.264008468333333"
"14" "fBodyAccJerk-meanFreq()-X" "LAYING" "-0.158599091641176"
"14" "fBodyAccJerk-meanFreq()-X" "SITTING" "0.00357106024444444"
"14" "fBodyAccJerk-meanFreq()-X" "STANDING" "0.0237594244966667"
"14" "fBodyAccJerk-meanFreq()-X" "WALKING" "-0.255900962474576"
"14" "fBodyAccJerk-meanFreq()-X" "WALKING_DOWNSTAIRS" "-0.2710115324"
"14" "fBodyAccJerk-meanFreq()-X" "WALKING_UPSTAIRS" "-0.263935056981481"
"14" "fBodyAccJerk-meanFreq()-Y" "LAYING" "-0.231153333607843"
"14" "fBodyAccJerk-meanFreq()-Y" "SITTING" "-0.232143578944444"
"14" "fBodyAccJerk-meanFreq()-Y" "STANDING" "-0.212196767033333"
"14" "fBodyAccJerk-meanFreq()-Y" "WALKING" "-0.363463832288136"
"14" "fBodyAccJerk-meanFreq()-Y" "WALKING_DOWNSTAIRS" "-0.306938978377778"
"14" "fBodyAccJerk-meanFreq()-Y" "WALKING_UPSTAIRS" "-0.487347927037037"
"14" "fBodyAccJerk-meanFreq()-Z" "LAYING" "-0.0887922483196078"
"14" "fBodyAccJerk-meanFreq()-Z" "SITTING" "-0.149511316833333"
"14" "fBodyAccJerk-meanFreq()-Z" "STANDING" "-0.0690826053566667"
"14" "fBodyAccJerk-meanFreq()-Z" "WALKING" "-0.323114421728814"
"14" "fBodyAccJerk-meanFreq()-Z" "WALKING_DOWNSTAIRS" "-0.295300085844444"
"14" "fBodyAccJerk-meanFreq()-Z" "WALKING_UPSTAIRS" "-0.52152949537037"
"14" "fBodyAccJerk-std()-X" "LAYING" "-0.973491388039216"
"14" "fBodyAccJerk-std()-X" "SITTING" "-0.981920831111111"
"14" "fBodyAccJerk-std()-X" "STANDING" "-0.980396601666667"
"14" "fBodyAccJerk-std()-X" "WALKING" "-0.484797709830508"
"14" "fBodyAccJerk-std()-X" "WALKING_DOWNSTAIRS" "-0.0302396365755556"
"14" "fBodyAccJerk-std()-X" "WALKING_UPSTAIRS" "-0.41096787037037"
"14" "fBodyAccJerk-std()-Y" "LAYING" "-0.969113291372549"
"14" "fBodyAccJerk-std()-Y" "SITTING" "-0.968943674259259"
"14" "fBodyAccJerk-std()-Y" "STANDING" "-0.967830182166667"
"14" "fBodyAccJerk-std()-Y" "WALKING" "-0.353526894237288"
"14" "fBodyAccJerk-std()-Y" "WALKING_DOWNSTAIRS" "0.138737970022222"
"14" "fBodyAccJerk-std()-Y" "WALKING_UPSTAIRS" "-0.371572473072222"
"14" "fBodyAccJerk-std()-Z" "LAYING" "-0.97491443"
"14" "fBodyAccJerk-std()-Z" "SITTING" "-0.978180020925926"
"14" "fBodyAccJerk-std()-Z" "STANDING" "-0.973594305166667"
"14" "fBodyAccJerk-std()-Z" "WALKING" "-0.528889535084746"
"14" "fBodyAccJerk-std()-Z" "WALKING_DOWNSTAIRS" "-0.244857128202222"
"14" "fBodyAccJerk-std()-Z" "WALKING_UPSTAIRS" "-0.391077873148148"
"14" "fBodyAccMag-mean()" "LAYING" "-0.899463668843137"
"14" "fBodyAccMag-mean()" "SITTING" "-0.940589853333333"
"14" "fBodyAccMag-mean()" "STANDING" "-0.949715059833333"
"14" "fBodyAccMag-mean()" "WALKING" "-0.373516771016949"
"14" "fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" "0.471905155133333"
"14" "fBodyAccMag-mean()" "WALKING_UPSTAIRS" "-0.0759851813333333"
"14" "fBodyAccMag-meanFreq()" "LAYING" "-0.131771172645098"
"14" "fBodyAccMag-meanFreq()" "SITTING" "0.015368050237037"
"14" "fBodyAccMag-meanFreq()" "STANDING" "-0.0374702781666667"
"14" "fBodyAccMag-meanFreq()" "WALKING" "-0.0368327907423729"
"14" "fBodyAccMag-meanFreq()" "WALKING_DOWNSTAIRS" "0.000464165078"
"14" "fBodyAccMag-meanFreq()" "WALKING_UPSTAIRS" "-0.168723817533333"
"14" "fBodyAccMag-std()" "LAYING" "-0.859606047058823"
"14" "fBodyAccMag-std()" "SITTING" "-0.929193937222222"
"14" "fBodyAccMag-std()" "STANDING" "-0.939799869833333"
"14" "fBodyAccMag-std()" "WALKING" "-0.457490009491525"
"14" "fBodyAccMag-std()" "WALKING_DOWNSTAIRS" "0.178684580868889"
"14" "fBodyAccMag-std()" "WALKING_UPSTAIRS" "-0.143253889222222"
"14" "fBodyBodyAccJerkMag-mean()" "LAYING" "-0.96798859627451"
"14" "fBodyBodyAccJerkMag-mean()" "SITTING" "-0.972985342962963"
"14" "fBodyBodyAccJerkMag-mean()" "STANDING" "-0.970214125833333"
"14" "fBodyBodyAccJerkMag-mean()" "WALKING" "-0.431591453389831"
"14" "fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" "0.186223478065556"
"14" "fBodyBodyAccJerkMag-mean()" "WALKING_UPSTAIRS" "-0.288744334092593"
"14" "fBodyBodyAccJerkMag-meanFreq()" "LAYING" "0.175722996629412"
"14" "fBodyBodyAccJerkMag-meanFreq()" "SITTING" "0.19841410045"
"14" "fBodyBodyAccJerkMag-meanFreq()" "STANDING" "0.214251895888333"
"14" "fBodyBodyAccJerkMag-meanFreq()" "WALKING" "0.164708200554237"
"14" "fBodyBodyAccJerkMag-meanFreq()" "WALKING_DOWNSTAIRS" "-0.00170923580888889"
"14" "fBodyBodyAccJerkMag-meanFreq()" "WALKING_UPSTAIRS" "0.0399288326018519"
"14" "fBodyBodyAccJerkMag-std()" "LAYING" "-0.963607433921569"
"14" "fBodyBodyAccJerkMag-std()" "SITTING" "-0.972959409444444"
"14" "fBodyBodyAccJerkMag-std()" "STANDING" "-0.969677515666667"
"14" "fBodyBodyAccJerkMag-std()" "WALKING" "-0.453426008983051"
"14" "fBodyBodyAccJerkMag-std()" "WALKING_DOWNSTAIRS" "0.194263424111111"
"14" "fBodyBodyAccJerkMag-std()" "WALKING_UPSTAIRS" "-0.409847649281481"
"14" "fBodyBodyGyroJerkMag-mean()" "LAYING" "-0.966455343137255"
"14" "fBodyBodyGyroJerkMag-mean()" "SITTING" "-0.987324239259259"
"14" "fBodyBodyGyroJerkMag-mean()" "STANDING" "-0.969175636833333"
"14" "fBodyBodyGyroJerkMag-mean()" "WALKING" "-0.591036936101695"
"14" "fBodyBodyGyroJerkMag-mean()" "WALKING_DOWNSTAIRS" "-0.254747132274667"
"14" "fBodyBodyGyroJerkMag-mean()" "WALKING_UPSTAIRS" "-0.457250612407407"
"14" "fBodyBodyGyroJerkMag-meanFreq()" "LAYING" "0.121643800647059"
"14" "fBodyBodyGyroJerkMag-meanFreq()" "SITTING" "0.0740675933385185"
"14" "fBodyBodyGyroJerkMag-meanFreq()" "STANDING" "0.0125408702516667"
"14" "fBodyBodyGyroJerkMag-meanFreq()" "WALKING" "0.200917234084746"
"14" "fBodyBodyGyroJerkMag-meanFreq()" "WALKING_DOWNSTAIRS" "0.05293374262"
"14" "fBodyBodyGyroJerkMag-meanFreq()" "WALKING_UPSTAIRS" "0.076347168"
"14" "fBodyBodyGyroJerkMag-std()" "LAYING" "-0.963666018039216"
"14" "fBodyBodyGyroJerkMag-std()" "SITTING" "-0.987065177777778"
"14" "fBodyBodyGyroJerkMag-std()" "STANDING" "-0.966019259166667"
"14" "fBodyBodyGyroJerkMag-std()" "WALKING" "-0.65567766220339"
"14" "fBodyBodyGyroJerkMag-std()" "WALKING_DOWNSTAIRS" "-0.356849425488889"
"14" "fBodyBodyGyroJerkMag-std()" "WALKING_UPSTAIRS" "-0.564964076388889"
"14" "fBodyBodyGyroMag-mean()" "LAYING" "-0.930151731176471"
"14" "fBodyBodyGyroMag-mean()" "SITTING" "-0.963320540555556"
"14" "fBodyBodyGyroMag-mean()" "STANDING" "-0.944405563833333"
"14" "fBodyBodyGyroMag-mean()" "WALKING" "-0.311386449661017"
"14" "fBodyBodyGyroMag-mean()" "WALKING_DOWNSTAIRS" "-0.0787568406777778"
"14" "fBodyBodyGyroMag-mean()" "WALKING_UPSTAIRS" "0.0488588668185185"
"14" "fBodyBodyGyroMag-meanFreq()" "LAYING" "-0.190837039343137"
"14" "fBodyBodyGyroMag-meanFreq()" "SITTING" "-0.171970730796296"
"14" "fBodyBodyGyroMag-meanFreq()" "STANDING" "-0.191031011271667"
"14" "fBodyBodyGyroMag-meanFreq()" "WALKING" "-0.0398346768694915"
"14" "fBodyBodyGyroMag-meanFreq()" "WALKING_DOWNSTAIRS" "0.0800347917133333"
"14" "fBodyBodyGyroMag-meanFreq()" "WALKING_UPSTAIRS" "-0.287413084037037"
"14" "fBodyBodyGyroMag-std()" "LAYING" "-0.917760104901961"
"14" "fBodyBodyGyroMag-std()" "SITTING" "-0.946517963703704"
"14" "fBodyBodyGyroMag-std()" "STANDING" "-0.934815560833333"
"14" "fBodyBodyGyroMag-std()" "WALKING" "-0.265504551525424"
"14" "fBodyBodyGyroMag-std()" "WALKING_DOWNSTAIRS" "-0.223927430580444"
"14" "fBodyBodyGyroMag-std()" "WALKING_UPSTAIRS" "0.236659662496296"
"14" "fBodyGyro-mean()-X" "LAYING" "-0.949959040588235"
"14" "fBodyGyro-mean()-X" "SITTING" "-0.978577117592593"
"14" "fBodyGyro-mean()-X" "STANDING" "-0.957111767"
"14" "fBodyGyro-mean()-X" "WALKING" "-0.508595851864407"
"14" "fBodyGyro-mean()-X" "WALKING_DOWNSTAIRS" "-0.295315541666667"
"14" "fBodyGyro-mean()-X" "WALKING_UPSTAIRS" "-0.441048358648148"
"14" "fBodyGyro-mean()-Y" "LAYING" "-0.938087898235294"
"14" "fBodyGyro-mean()-Y" "SITTING" "-0.969806729814815"
"14" "fBodyGyro-mean()-Y" "STANDING" "-0.9508361945"
"14" "fBodyGyro-mean()-Y" "WALKING" "-0.215894949525424"
"14" "fBodyGyro-mean()-Y" "WALKING_DOWNSTAIRS" "0.0132082347333333"
"14" "fBodyGyro-mean()-Y" "WALKING_UPSTAIRS" "0.118687692187963"
"14" "fBodyGyro-mean()-Z" "LAYING" "-0.949107162941176"
"14" "fBodyGyro-mean()-Z" "SITTING" "-0.957020858888889"
"14" "fBodyGyro-mean()-Z" "STANDING" "-0.950999877833333"
"14" "fBodyGyro-mean()-Z" "WALKING" "-0.212925759152542"
"14" "fBodyGyro-mean()-Z" "WALKING_DOWNSTAIRS" "0.492414379822222"
"14" "fBodyGyro-mean()-Z" "WALKING_UPSTAIRS" "0.196703218737037"
"14" "fBodyGyro-meanFreq()-X" "LAYING" "-0.236882321219608"
"14" "fBodyGyro-meanFreq()-X" "SITTING" "-0.107487047964444"
"14" "fBodyGyro-meanFreq()-X" "STANDING" "-0.306015725890333"
"14" "fBodyGyro-meanFreq()-X" "WALKING" "-0.159441618728814"
"14" "fBodyGyro-meanFreq()-X" "WALKING_DOWNSTAIRS" "-0.250106322244444"
"14" "fBodyGyro-meanFreq()-X" "WALKING_UPSTAIRS" "-0.389723705407407"
"14" "fBodyGyro-meanFreq()-Y" "LAYING" "-0.277833948752941"
"14" "fBodyGyro-meanFreq()-Y" "SITTING" "-0.34128282392963"
"14" "fBodyGyro-meanFreq()-Y" "STANDING" "-0.2780036534"
"14" "fBodyGyro-meanFreq()-Y" "WALKING" "-0.420295651864407"
"14" "fBodyGyro-meanFreq()-Y" "WALKING_DOWNSTAIRS" "-0.207057454377778"
"14" "fBodyGyro-meanFreq()-Y" "WALKING_UPSTAIRS" "-0.521877343333333"
"14" "fBodyGyro-meanFreq()-Z" "LAYING" "0.023333252745098"
"14" "fBodyGyro-meanFreq()-Z" "SITTING" "-0.0834989971537037"
"14" "fBodyGyro-meanFreq()-Z" "STANDING" "-0.198897454968333"
"14" "fBodyGyro-meanFreq()-Z" "WALKING" "-0.36097030020339"
"14" "fBodyGyro-meanFreq()-Z" "WALKING_DOWNSTAIRS" "-0.113453380786667"
"14" "fBodyGyro-meanFreq()-Z" "WALKING_UPSTAIRS" "-0.501572597962963"
"14" "fBodyGyro-std()-X" "LAYING" "-0.959740488627451"
"14" "fBodyGyro-std()-X" "SITTING" "-0.981573087222222"
"14" "fBodyGyro-std()-X" "STANDING" "-0.962741032833333"
"14" "fBodyGyro-std()-X" "WALKING" "-0.630082075932203"
"14" "fBodyGyro-std()-X" "WALKING_DOWNSTAIRS" "-0.378882872733333"
"14" "fBodyGyro-std()-X" "WALKING_UPSTAIRS" "-0.464742933888889"
"14" "fBodyGyro-std()-Y" "LAYING" "-0.929955407058824"
"14" "fBodyGyro-std()-Y" "SITTING" "-0.958227403148148"
"14" "fBodyGyro-std()-Y" "STANDING" "-0.944306864"
"14" "fBodyGyro-std()-Y" "WALKING" "0.0832950551222034"
"14" "fBodyGyro-std()-Y" "WALKING_DOWNSTAIRS" "0.0741391154937778"
"14" "fBodyGyro-std()-Y" "WALKING_UPSTAIRS" "0.646233637037037"
"14" "fBodyGyro-std()-Z" "LAYING" "-0.957790479803922"
"14" "fBodyGyro-std()-Z" "SITTING" "-0.956028807962963"
"14" "fBodyGyro-std()-Z" "STANDING" "-0.950162705166667"
"14" "fBodyGyro-std()-Z" "WALKING" "-0.180232949016949"
"14" "fBodyGyro-std()-Z" "WALKING_DOWNSTAIRS" "0.182794696328889"
"14" "fBodyGyro-std()-Z" "WALKING_UPSTAIRS" "0.522454216314815"
"14" "tBodyAcc-mean()-X" "LAYING" "0.233275439803922"
"14" "tBodyAcc-mean()-X" "SITTING" "0.279990577037037"
"14" "tBodyAcc-mean()-X" "STANDING" "0.280545613833333"
"14" "tBodyAcc-mean()-X" "WALKING" "0.271959598644068"
"14" "tBodyAcc-mean()-X" "WALKING_DOWNSTAIRS" "0.293422115555556"
"14" "tBodyAcc-mean()-X" "WALKING_UPSTAIRS" "0.26242106612963"
"14" "tBodyAcc-mean()-Y" "LAYING" "-0.0113424652490196"
"14" "tBodyAcc-mean()-Y" "SITTING" "-0.00870565463888889"
"14" "tBodyAcc-mean()-Y" "STANDING" "-0.01520781344"
"14" "tBodyAcc-mean()-Y" "WALKING" "-0.0217785380966102"
